"ID";"REGION_ID";"REGION_CODE";"REGION_NAME";"REGION_ENAME";"REGION_TYPE";"PARENT_REGION_ID";"HOT_CITY";"IS_DELETED";"VERSION";"CREATE_BY";"CREATE_TIME";"UPDATE_BY";"UPDATE_TIME";"STATUS"
"863";"320584";"320584";"吴江区";"Wu Jiang Qu ";"10001003";"320500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"864";"320585";"320585";"太仓市";"Tai Cang Shi ";"10001003";"320500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"865";"320600";"320600";"南通市";"Nan Tong Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"866";"320602";"320602";"崇川区";"Chong Chuan Qu ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"867";"320611";"320611";"港闸区";"Gang Zha Qu ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"868";"320612";"320612";"通州区";"Tong Zhou Qu ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"869";"320621";"320621";"海安县";"Hai An Xian ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"870";"320623";"320623";"如东县";"Ru Dong Xian ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"871";"320681";"320681";"启东市";"Qi Dong Shi ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"872";"320682";"320682";"如皋市";"Ru Gao Shi ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"873";"320684";"320684";"海门市";"Hai Men Shi ";"10001003";"320600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"874";"320700";"320700";"连云港市";"Lian Yun Gang Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"875";"320703";"320703";"连云区";"Lian Yun Qu ";"10001003";"320700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"876";"320705";"320705";"新浦区";"Xin Pu Qu ";"10001003";"320700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"877";"210902";"210902";"海州区";"Hai Zhou Qu ";"10001003";"210900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"878";"320721";"320721";"赣榆县";"Gan Yu Xian ";"10001003";"320700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"879";"320722";"320722";"东海县";"Dong Hai Xian ";"10001003";"320700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"880";"320723";"320723";"灌云县";"Guan Yun Xian ";"10001003";"320700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"881";"320724";"320724";"灌南县";"Guan Nan Xian ";"10001003";"320700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"882";"320800";"320800";"淮安市";"Huai An Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"883";"211204";"211204";"清河区";"Qing He Qu ";"10001003";"211200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"884";"320803";"320803";"淮安区";"Huai An Qu ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"885";"320804";"320804";"淮阴区";"Huai Yin Qu ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"886";"320811";"320811";"清浦区";"Qing Pu Qu ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"887";"320826";"320826";"涟水县";"Lian Shui Xian ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"888";"320829";"320829";"洪泽县";"Hong Ze Xian ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"889";"320830";"320830";"盱眙县";"Zuo Zuo Xian ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"890";"320831";"320831";"金湖县";"Jin Hu Xian ";"10001003";"320800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"891";"320900";"320900";"盐城市";"Yan Cheng Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"892";"320902";"320902";"亭湖区";"Ting Hu Qu ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"893";"320903";"320903";"盐都区";"Yan Du Qu ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"894";"320921";"320921";"响水县";"Xiang Shui Xian ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"895";"320922";"320922";"滨海县";"Bin Hai Xian ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"896";"320923";"320923";"阜宁县";"Fu Ning Xian ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"897";"320924";"320924";"射阳县";"She Yang Xian ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"898";"320925";"320925";"建湖县";"Jian Hu Xian ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"899";"320981";"320981";"东台市";"Dong Tai Shi ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"900";"320982";"320982";"大丰市";"Da Feng Shi ";"10001003";"320900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"901";"321000";"321000";"扬州市";"Yang Zhou Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"902";"321002";"321002";"广陵区";"Guang Ling Qu ";"10001003";"321000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"903";"321003";"321003";"邗江区";"Zuo Jiang Qu ";"10001003";"321000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"904";"321023";"321023";"宝应县";"Bao Ying Xian ";"10001003";"321000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"905";"321081";"321081";"仪征市";"Yi Zheng Shi ";"10001003";"321000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"906";"321084";"321084";"高邮市";"Gao You Shi ";"10001003";"321000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"907";"321088";"321088";"江都区";"Jiang Du Qu ";"10001003";"321000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"908";"321100";"321100";"镇江市";"Zhen Jiang Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"909";"321102";"321102";"京口区";"Jing Kou Qu ";"10001003";"321100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"910";"321111";"321111";"润州区";"Run Zhou Qu ";"10001003";"321100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"911";"321112";"321112";"丹徒区";"Dan Tu Qu ";"10001003";"321100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"912";"321181";"321181";"丹阳市";"Dan Yang Shi ";"10001003";"321100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"913";"321182";"321182";"扬中市";"Yang Zhong Shi ";"10001003";"321100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"914";"321183";"321183";"句容市";"Ju Rong Shi ";"10001003";"321100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"915";"321200";"321200";"泰州市";"Tai Zhou Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"916";"321202";"321202";"海陵区";"Hai Ling Qu ";"10001003";"321200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"917";"321203";"321203";"高港区";"Gao Gang Qu ";"10001003";"321200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"918";"321281";"321281";"兴化市";"Xing Hua Shi ";"10001003";"321200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"919";"321282";"321282";"靖江市";"Jing Jiang Shi ";"10001003";"321200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"920";"321283";"321283";"泰兴市";"Tai Xing Shi ";"10001003";"321200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"921";"321284";"321284";"姜堰区";"Jiang Yan Qu ";"10001003";"321200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"922";"321300";"321300";"宿迁市";"Su Qian Shi ";"10001002";"320000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"923";"321302";"321302";"宿城区";"Su Cheng Qu ";"10001003";"321300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"924";"321311";"321311";"宿豫区";"Su Yu Qu ";"10001003";"321300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"925";"321322";"321322";"沭阳县";"Zuo Yang Xian ";"10001003";"321300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"926";"321323";"321323";"泗阳县";"Zuo Yang Xian ";"10001003";"321300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"927";"321324";"321324";"泗洪县";"Zuo Hong Xian ";"10001003";"321300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"928";"330000";"330000";"浙江省";"Zhe Jiang Sheng ";"10001001";"3333";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"929";"330100";"330100";"杭州市";"Hang Zhou Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"930";"330102";"330102";"上城区";"Shang Cheng Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"931";"330103";"330103";"下城区";"Xia Cheng Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"932";"330104";"330104";"江干区";"Jiang Gan Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"933";"330105";"330105";"拱墅区";"Gong Shu Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"934";"360103";"360103";"西湖区";"Xi Hu Qu ";"10001003";"360100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"935";"330108";"330108";"滨江区";"Bin Jiang Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"936";"330109";"330109";"萧山区";"Xiao Shan Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"937";"330110";"330110";"余杭区";"Yu Hang Qu ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"938";"330122";"330122";"桐庐县";"Tong Lu Xian ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"939";"330127";"330127";"淳安县";"Chun An Xian ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"940";"330182";"330182";"建德市";"Jian De Shi ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"941";"330183";"330183";"富阳市";"Fu Yang Shi ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"942";"330185";"330185";"临安市";"Lin An Shi ";"10001003";"330100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"943";"330200";"330200";"宁波市";"Ning Bo Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"944";"330203";"330203";"海曙区";"Hai Shu Qu ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"945";"330204";"330204";"江东区";"Jiang Dong Qu ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"946";"500105";"500105";"江北区";"Jiang Bei Qu ";"10001003";"500100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"947";"330206";"330206";"北仑区";"Bei Lun Qu ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"948";"330211";"330211";"镇海区";"Zhen Hai Qu ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"949";"330212";"330212";"鄞州区";"Zuo Zhou Qu ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"950";"330225";"330225";"象山县";"Xiang Shan Xian ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"951";"330226";"330226";"宁海县";"Ning Hai Xian ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"952";"330281";"330281";"余姚市";"Yu Yao Shi ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"953";"330282";"330282";"慈溪市";"Ci Xi Shi ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"954";"330283";"330283";"奉化市";"Feng Hua Shi ";"10001003";"330200";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"955";"330300";"330300";"温州市";"Wen Zhou Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"956";"330302";"330302";"鹿城区";"Lu Cheng Qu ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"957";"330303";"330303";"龙湾区";"Long Wan Qu ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"958";"330304";"330304";"瓯海区";"Zuo Hai Qu ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"959";"330322";"330322";"洞头县";"Dong Tou Xian ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"960";"330324";"330324";"永嘉县";"Yong Jia Xian ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"961";"330326";"330326";"平阳县";"Ping Yang Xian ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"962";"330327";"330327";"苍南县";"Cang Nan Xian ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"963";"330328";"330328";"文成县";"Wen Cheng Xian ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"964";"330329";"330329";"泰顺县";"Tai Shun Xian ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"965";"330381";"330381";"瑞安市";"Rui An Shi ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"966";"330382";"330382";"乐清市";"Le Qing Shi ";"10001003";"330300";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"967";"330400";"330400";"嘉兴市";"Jia Xing Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"968";"330402";"330402";"南湖区";"Nan Hu Qu ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"969";"330411";"330411";"秀洲区";"Xiu Zhou Qu ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"970";"330421";"330421";"嘉善县";"Jia Shan Xian ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"971";"330424";"330424";"海盐县";"Hai Yan Xian ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"972";"330481";"330481";"海宁市";"Hai Ning Shi ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"973";"330482";"330482";"平湖市";"Ping Hu Shi ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"974";"330483";"330483";"桐乡市";"Tong Xiang Shi ";"10001003";"330400";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"975";"330500";"330500";"湖州市";"Hu Zhou Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"976";"330502";"330502";"吴兴区";"Wu Xing Qu ";"10001003";"330500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"977";"330503";"330503";"南浔区";"Nan Zuo Qu ";"10001003";"330500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"978";"330521";"330521";"德清县";"De Qing Xian ";"10001003";"330500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"979";"330522";"330522";"长兴县";"Chang Xing Xian ";"10001003";"330500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"980";"330523";"330523";"安吉县";"An Ji Xian ";"10001003";"330500";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"981";"330600";"330600";"绍兴市";"Shao Xing Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"982";"330602";"330602";"越城区";"Yue Cheng Qu ";"10001003";"330600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"983";"330621";"330621";"绍兴县";"Shao Xing Xian ";"10001003";"330600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"984";"330624";"330624";"新昌县";"Xin Chang Xian ";"10001003";"330600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"985";"330681";"330681";"诸暨市";"Zhu Zuo Shi ";"10001003";"330600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"986";"330682";"330682";"上虞市";"Shang Yu Shi ";"10001003";"330600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"987";"330683";"330683";"嵊州市";"Zuo Zhou Shi ";"10001003";"330600";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"988";"330700";"330700";"金华市";"Jin Hua Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"989";"330702";"330702";"婺城区";"Zuo Cheng Qu ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"990";"330703";"330703";"金东区";"Jin Dong Qu ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"991";"330723";"330723";"武义县";"Wu Yi Xian ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"992";"330726";"330726";"浦江县";"Pu Jiang Xian ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"993";"330727";"330727";"磐安县";"Pan An Xian ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"994";"330781";"330781";"兰溪市";"Lan Xi Shi ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"995";"330782";"330782";"义乌市";"Yi Wu Shi ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"996";"330783";"330783";"东阳市";"Dong Yang Shi ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"997";"330784";"330784";"永康市";"Yong Kang Shi ";"10001003";"330700";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"998";"330800";"330800";"衢州市";"Zuo Zhou Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"999";"330802";"330802";"柯城区";"Ke Cheng Qu ";"10001003";"330800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1000";"330803";"330803";"衢江区";"Zuo Jiang Qu ";"10001003";"330800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1001";"330822";"330822";"常山县";"Chang Shan Xian ";"10001003";"330800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1002";"330824";"330824";"开化县";"Kai Hua Xian ";"10001003";"330800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1003";"330825";"330825";"龙游县";"Long You Xian ";"10001003";"330800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1004";"330881";"330881";"江山市";"Jiang Shan Shi ";"10001003";"330800";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1005";"330900";"330900";"舟山市";"Zhou Shan Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1006";"330902";"330902";"定海区";"Ding Hai Qu ";"10001003";"330900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1007";"310107";"310107";"普陀区";"Pu Tuo Qu ";"10001003";"310100";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1008";"330921";"330921";"岱山县";"Zuo Shan Xian ";"10001003";"330900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1009";"330922";"330922";"嵊泗县";"Zuo Zuo Xian ";"10001003";"330900";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1010";"331000";"331000";"台州市";"Tai Zhou Shi ";"10001002";"330000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1011";"331002";"331002";"椒江区";"Jiao Jiang Qu ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1012";"331003";"331003";"黄岩区";"Huang Yan Qu ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1013";"331004";"331004";"路桥区";"Lu Qiao Qu ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1014";"331021";"331021";"玉环县";"Yu Huan Xian ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1015";"331022";"331022";"三门县";"San Men Xian ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1016";"331023";"331023";"天台县";"Tian Tai Xian ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
"1017";"331024";"331024";"仙居县";"Xian Ju Xian ";"10001003";"331000";"1";"N";"1";NULL;"2020-04-27 17:41:09";NULL;"2020-04-27 17:41:09";"10011001"
